mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
3.844153547286987,0.08166259916799683,0.12467098236083984,0.0006390504455270655,3,8,150,"{'max_depth': 3, 'max_features': 8, 'n_estimators': 150}",0.8308918250818188,0.8173483318668194,0.7981156351482235,0.8250926330360214,0.806779965782856,0.8156456781831478,0.011920505408627557,97
5.054782247543335,0.022824714363711137,0.1623659610748291,0.0011495079004951035,3,8,200,"{'max_depth': 3, 'max_features': 8, 'n_estimators': 200}",0.8311145716618873,0.815881554209317,0.7972371774988236,0.8227314401588477,0.8046731257916351,0.8143275738641021,0.012166619367617336,101
7.545344495773316,0.02552612855435028,0.2405545234680176,0.0007455421080818477,3,8,300,"{'max_depth': 3, 'max_features': 8, 'n_estimators': 300}",0.8302246403875817,0.8177396220403323,0.7973120857625766,0.8199298974706327,0.8051286051621876,0.8140669701646621,0.011571975766240528,102
12.669366550445556,0.15473096331551425,0.39413938522338865,0.001598049607175926,3,8,500,"{'max_depth': 3, 'max_features': 8, 'n_estimators': 500}",0.8283851677417585,0.8164785783466586,0.792977165640107,0.8228701787036861,0.8066022693317608,0.8134626719527942,0.012545906489577503,104
13.889304161071777,0.09282951135644427,0.43543295860290526,0.0018469974203226677,3,8,550,"{'max_depth': 3, 'max_features': 8, 'n_estimators': 550}",0.8303942390269944,0.8180449259674243,0.7967610880056044,0.8233374321869203,0.8043218315427066,0.8145719033459301,0.012341246318377571,99
3.051556444168091,0.021697565637275627,0.08636455535888672,0.0004926492986125115,3,10,100,"{'max_depth': 3, 'max_features': 10, 'n_estimators': 100}",0.8311019111102671,0.8129265023327066,0.8016913178157172,0.8263568418676002,0.8107906963215248,0.816573453889563,0.010723891685501617,96
4.574879312515259,0.09772508017800732,0.12506356239318847,0.0004862808765011563,3,10,150,"{'max_depth': 3, 'max_features': 10, 'n_estimators': 150}",0.836262668464465,0.8158178558089777,0.805864815905029,0.827261939427701,0.8086498771726168,0.8187714313557579,0.01145235602746032,84
6.052250957489013,0.06724041531029214,0.1641664981842041,0.001609682350134532,3,10,200,"{'max_depth': 3, 'max_features': 10, 'n_estimators': 200}",0.8356546982252016,0.8166575405190404,0.8049918972469631,0.8304671690795569,0.8090540572700854,0.8193650724681694,0.011906673641978432,79
9.045845556259156,0.05048136384421668,0.2421584129333496,0.002483838271390547,3,10,300,"{'max_depth': 3, 'max_features': 10, 'n_estimators': 300}",0.8356612922625039,0.8151482972613117,0.8023123442488389,0.8336259767088052,0.8103906148773179,0.8194277050717554,0.01309990974814862,78
15.024727535247802,0.06425490785168943,0.39693484306335447,0.0020948539207026897,3,10,500,"{'max_depth': 3, 'max_features': 10, 'n_estimators': 500}",0.8351612004735046,0.815125218130754,0.8044327228837361,0.8304889294026541,0.8107506352912556,0.8191917412363809,0.011732583613761047,82
16.621660041809083,0.10419065528175908,0.43823728561401365,0.001336146392248761,3,10,550,"{'max_depth': 3, 'max_features': 10, 'n_estimators': 550}",0.8367863669070061,0.8139438304076908,0.8041164728547222,0.8316066187253779,0.8103401088919622,0.8193586795573518,0.012623124601673443,80
2.245634984970093,0.021114894599301534,0.09932188987731934,0.0004840534478305041,5,4,100,"{'max_depth': 5, 'max_features': 4, 'n_estimators': 100}",0.8327278688282448,0.8211650925380818,0.7975274470208666,0.8270096515605184,0.8117138188077944,0.8180287757511012,0.012383368778195717,90
3.358260726928711,0.04093905327999413,0.14460296630859376,0.0006304175398124896,5,4,150,"{'max_depth': 5, 'max_features': 4, 'n_estimators': 150}",0.8324795373834438,0.8227923690635202,0.7980838518884267,0.8249763142180104,0.8103758068397267,0.8177415758786257,0.012130458573052304,94
4.489838171005249,0.01853350976035271,0.19127349853515624,0.0009634079519477991,5,4,200,"{'max_depth': 5, 'max_features': 4, 'n_estimators': 200}",0.8347983965411373,0.8226047027618993,0.8036832446039673,0.8240776788144659,0.8097230632541191,0.8189774171951179,0.011036557785370656,83
6.714088058471679,0.02018580910905608,0.28163981437683105,0.0018632407472137674,5,4,300,"{'max_depth': 5, 'max_features': 4, 'n_estimators': 300}",0.8315781324842323,0.8224622715561717,0.8004848727509057,0.8274394509118762,0.8105660636798502,0.8185061582766073,0.011438032116384535,85
11.200486087799073,0.016148877727733397,0.46416382789611815,0.0013553241570266694,5,4,500,"{'max_depth': 5, 'max_features': 4, 'n_estimators': 500}",0.8324001451743253,0.8220171740382727,0.7990877281273144,0.8243360331959664,0.8108749170353251,0.8177431995142408,0.011591016238003,93
12.263513374328614,0.044216335142214326,0.510447645187378,0.0018099672682567488,5,4,550,"{'max_depth': 5, 'max_features': 4, 'n_estimators': 550}",0.8304456725179516,0.8232233553415923,0.7991083015236974,0.8231495021238073,0.8101243346299181,0.8172102332273934,0.011175860558697114,95
2.684252214431763,0.02118628182450838,0.10033626556396484,0.0010219850523959966,5,auto,100,"{'max_depth': 5, 'max_features': 'auto', 'n_estimators': 100}",0.8387743372728749,0.8235430342700032,0.8095113185331485,0.8295085279365622,0.8164701075962588,0.8235614651217695,0.010143898122729929,54
3.9680303573608398,0.03589344773690408,0.14620633125305177,0.00048665142556355683,5,auto,150,"{'max_depth': 5, 'max_features': 'auto', 'n_estimators': 150}",0.8423730990709265,0.8229205571486751,0.8078266738831812,0.8310520601882625,0.8163106567629101,0.8240966094107911,0.011909016159580267,49
5.371504163742065,0.13728608269470768,0.19288372993469238,0.0033581497687822665,5,auto,200,"{'max_depth': 5, 'max_features': 'auto', 'n_estimators': 200}",0.8385633280792045,0.8249516525185001,0.8061289730393553,0.8314637918774122,0.8133370177141149,0.8228889526457174,0.011794956728939161,63
7.964525747299194,0.052514962260663,0.2819164752960205,0.0014242653268992716,5,auto,300,"{'max_depth': 5, 'max_features': 'auto', 'n_estimators': 300}",0.83667255382317,0.8244845309160119,0.8069920006414679,0.8337978173209006,0.8159834255750675,0.8235860656553236,0.01104089139829975,53
13.002484321594238,0.09633188568157273,0.46344852447509766,0.010411311622998937,5,auto,500,"{'max_depth': 5, 'max_features': 'auto', 'n_estimators': 500}",0.8397108224505343,0.8244672545382802,0.8069664157767356,0.8307806496129037,0.8158732907954824,0.8235596866347873,0.011386329458931314,55
14.07093596458435,0.0862018388618638,0.4972214221954346,0.0029422175657428506,5,auto,550,"{'max_depth': 5, 'max_features': 'auto', 'n_estimators': 550}",0.8395769634932995,0.8239599093082487,0.8072860947051463,0.8318082643860792,0.8155481750415814,0.823635881386871,0.011434486916071162,51
2.976391839981079,0.01859289156376597,0.09693493843078613,0.0009857712892976046,5,6,100,"{'max_depth': 5, 'max_features': 6, 'n_estimators': 100}",0.8415889361549482,0.8237609012624679,0.8127897419990591,0.8376992454311235,0.8168159810457118,0.8265309611786622,0.01133444625021488,42
4.418065309524536,0.03688491284566863,0.14131612777709962,0.001644839443528758,5,6,150,"{'max_depth': 5, 'max_features': 6, 'n_estimators': 150}",0.8459320328836728,0.8248303222321396,0.8163979992108256,0.837306108927166,0.8172302094544031,0.8283393345416414,0.011560513785379504,28
5.913832950592041,0.08795409773662906,0.18659086227416993,0.0011425365126700121,5,6,200,"{'max_depth': 5, 'max_features': 6, 'n_estimators': 200}",0.8436342746453462,0.8253732752636033,0.8140989221650388,0.8343385283796816,0.8181081145401707,0.827110622998768,0.010757709553797916,38
9.094477462768555,0.07876512447818967,0.29549150466918944,0.027788303867659642,5,6,300,"{'max_depth': 5, 'max_features': 6, 'n_estimators': 300}",0.8416230932681737,0.8242580916750541,0.8119290882503751,0.8373327488378668,0.8185076671258921,0.8267301378314723,0.011198272966829988,40
15.08156590461731,0.054901903757473156,0.4681288719177246,0.0053384437122599064,5,6,500,"{'max_depth': 5, 'max_features': 6, 'n_estimators': 500}",0.8450734892269256,0.8243216581946475,0.8124418405909946,0.8370349621132993,0.8178140692222873,0.8273372038696308,0.012085344758507475,34
16.638846683502198,0.0451754091543207,0.5089285373687744,0.002830294445531898,5,6,550,"{'max_depth': 5, 'max_features': 6, 'n_estimators': 550}",0.8441197276715346,0.8241119678084374,0.8129559117390743,0.836737966673208,0.8181032225991808,0.827205759298287,0.011596820074242422,36
3.869643545150757,0.01869527674886096,0.10009655952453614,0.0009973471172303886,5,8,100,"{'max_depth': 5, 'max_features': 8, 'n_estimators': 100}",0.8482692234650664,0.8219177359557556,0.8180913479900319,0.8406532422617653,0.8208613518151746,0.8299585802975589,0.012148262379180479,11
5.7943785190582275,0.026979170433263165,0.14508910179138185,0.0010675131578237848,5,8,150,"{'max_depth': 5, 'max_features': 8, 'n_estimators': 150}",0.8467788391540221,0.8214398001320918,0.8193986818255672,0.8405122617442442,0.820692910387574,0.8297644986486997,0.011524293225803884,14
7.728425598144531,0.09681270959303408,0.19188265800476073,0.0007977290188161179,5,8,200,"{'max_depth': 5, 'max_features': 8, 'n_estimators': 200}",0.8485296879385036,0.8228526385644623,0.819619713955937,0.8400761321170763,0.8198340442072807,0.8301824433566519,0.011890274317049823,9
11.567951154708862,0.08049413859793798,0.28209452629089354,0.001282602136863581,5,8,300,"{'max_depth': 5, 'max_features': 8, 'n_estimators': 300}",0.8479987360549299,0.8227161419923066,0.8202063195143412,0.8410454556005005,0.8204524119913372,0.8304838130306832,0.011703960145770687,6
19.16937646865845,0.054114533730586424,0.46719064712524416,0.002751051279101246,5,8,500,"{'max_depth': 5, 'max_features': 8, 'n_estimators': 500}",0.8479453243527821,0.8218698632449416,0.8197699261256814,0.8409527434360314,0.8204374717391247,0.8301950657797124,0.011865938508858169,8
21.097351789474487,0.10765200557356638,0.5117360591888428,0.0028994665950891987,5,8,550,"{'max_depth': 5, 'max_features': 8, 'n_estimators': 550}",0.8477864080537989,0.8223278850759527,0.8193104536064637,0.8406717055662115,0.820741962012095,0.8301676828629043,0.011738313680665032,10
4.672592353820801,0.03646233021528636,0.10019950866699219,0.0008555307181425641,5,10,100,"{'max_depth': 5, 'max_features': 10, 'n_estimators': 100}",0.8487530939223022,0.8196235384975723,0.8223578220053048,0.84189925155039,0.8192300878169515,0.8303727587585042,0.012447014259672758,7
7.012036275863648,0.02150140711348704,0.14788565635681153,0.00039316635094934865,5,10,150,"{'max_depth': 5, 'max_features': 10, 'n_estimators': 150}",0.8484712647680059,0.8201082002392843,0.8233862280629567,0.8424607997670459,0.8219677237666358,0.8312788433207856,0.011784643354798481,1
9.368020677566529,0.11999796829097245,0.19329333305358887,0.0018508838739807847,5,10,200,"{'max_depth': 5, 'max_features': 10, 'n_estimators': 200}",0.8491024460185731,0.8205120190836714,0.8225363885354484,0.8415407996826422,0.8204529408498227,0.8308289188340314,0.012095714823190046,4
13.969290351867675,0.03472469255711279,0.28452529907226565,0.002933763808910916,5,10,300,"{'max_depth': 5, 'max_features': 10, 'n_estimators': 300}",0.8489361443978113,0.8197721680983641,0.8222354366729759,0.8410504670688501,0.8212267930285874,0.8306442018533178,0.012004012300777956,5
23.382313299179078,0.0605880778149562,0.47113876342773436,0.002460544835752358,5,10,500,"{'max_depth': 5, 'max_features': 10, 'n_estimators': 500}",0.8492712533735095,0.8202833378700309,0.8225590720237681,0.8419936781645576,0.8217466609197379,0.8311708004703208,0.012052171521047128,3
25.66404047012329,0.07928752087630764,0.5170011520385742,0.003446996856277026,5,10,550,"{'max_depth': 5, 'max_features': 10, 'n_estimators': 550}",0.8490380882145034,0.8204012392569945,0.8226131431296463,0.8424726690341898,0.8214553921089025,0.8311961063488473,0.012087804680321812,2
3.234209394454956,0.03167608553208575,0.12414851188659667,0.0008898609103455367,8,4,100,"{'max_depth': 8, 'max_features': 4, 'n_estimators': 100}",0.8418151116344139,0.8225792497779129,0.8107954413573799,0.8299865956409722,0.8175439547508679,0.8245440706323095,0.010675175746087034,46
4.827445077896118,0.039340343624045426,0.18326020240783691,0.0019175642327393845,8,4,150,"{'max_depth': 8, 'max_features': 4, 'n_estimators': 150}",0.8419819407781596,0.8247519850689894,0.8113895641183086,0.8294412687560797,0.8163895888918563,0.8247908695226787,0.010652109262684135,43
6.414871644973755,0.03122782290257132,0.25761260986328127,0.03335966213108127,8,4,200,"{'max_depth': 8, 'max_features': 4, 'n_estimators': 200}",0.8423142802581909,0.8236229540021058,0.8116910435037654,0.8282137227719013,0.8171387169364285,0.8245961434944784,0.010489243677531115,45
9.604504489898682,0.029979877078646154,0.3573117256164551,0.0016087555547506316,8,4,300,"{'max_depth': 8, 'max_features': 4, 'n_estimators': 300}",0.8417213444239764,0.824152982720457,0.8117241455710226,0.8285227193598824,0.8175845446396226,0.8247411473429922,0.010233597752858285,44
15.975702905654908,0.044617418951414155,0.591236925125122,0.0021187969066059145,8,4,500,"{'max_depth': 8, 'max_features': 4, 'n_estimators': 500}",0.8418377951227335,0.8241786994659357,0.811417918478708,0.8278246745710711,0.8166265174933165,0.824377121026353,0.010438514475312617,47
17.695376443862916,0.1348420095907301,0.6498241424560547,0.004497222896608835,8,4,550,"{'max_depth': 8, 'max_features': 4, 'n_estimators': 550}",0.8404587181613503,0.8245442728939699,0.811372947144307,0.8284898810541175,0.8168637105240195,0.8243459059555528,0.010011148835503515,48
3.8703747272491453,0.04586918678251524,0.1258784770965576,0.0007457442381622094,8,auto,100,"{'max_depth': 8, 'max_features': 'auto', 'n_estimators': 100}",0.8429566713721717,0.8239002992110365,0.8157567950235591,0.8298043364499391,0.8203324933297724,0.8265501190772957,0.009401501457764808,41
5.763728857040405,0.020193604811101967,0.18508696556091309,0.0011912744764466785,8,auto,150,"{'max_depth': 8, 'max_features': 'auto', 'n_estimators': 150}",0.8461888046962207,0.823694697127954,0.8155595014274772,0.8331005638165654,0.8188601513064128,0.827480743674926,0.01106651438857897,31
7.683104419708252,0.027363922970753934,0.24981470108032228,0.009996117855362563,8,auto,200,"{'max_depth': 8, 'max_features': 'auto', 'n_estimators': 200}",0.844542141701114,0.8244212281579109,0.8155356310124432,0.8324629204094423,0.8198239958960583,0.8273571834353938,0.0102616683850674,33
11.460508918762207,0.0393520495152409,0.36249141693115233,0.006039826217390469,8,auto,300,"{'max_depth': 8, 'max_features': 'auto', 'n_estimators': 300}",0.8441588962531098,0.8260095998632659,0.8149914910542654,0.8324188722402635,0.8182917606492266,0.8271741240120262,0.010437038978986832,37
19.165207386016846,0.21944480367933003,0.594624376296997,0.00213272888400356,8,auto,500,"{'max_depth': 8, 'max_features': 'auto', 'n_estimators': 500}",0.8455122564690143,0.8244747717408047,0.8154841975214862,0.8329631440791875,0.8188777358510523,0.827462421132309,0.010790321772367549,32
21.043107414245604,0.02643982775388312,0.6571317672729492,0.0030989387933447517,8,auto,550,"{'max_depth': 8, 'max_features': 'auto', 'n_estimators': 550}",0.845654292032504,0.8251238887728339,0.814478870594392,0.8325657873913567,0.8187189460908103,0.8273083569763793,0.011021429210142432,35
4.452564334869384,0.022461116861686194,0.1263059139251709,0.0011561877625145798,8,6,100,"{'max_depth': 8, 'max_features': 6, 'n_estimators': 100}",0.8459857083473128,0.8225504997752752,0.8157875232373876,0.8323798355394345,0.817585073498108,0.8268577280795035,0.01116653100852502,39
6.700111818313599,0.024529092717933947,0.1854231834411621,0.000577357955829862,8,6,150,"{'max_depth': 8, 'max_features': 6, 'n_estimators': 150}",0.8474006568716198,0.8237916294762964,0.8169749774747687,0.8323343366820491,0.8197971563279242,0.8280597513665316,0.010969979570170808,30
8.930090761184692,0.021156124749186326,0.2450878620147705,0.0010784033354544497,8,6,200,"{'max_depth': 8, 'max_features': 6, 'n_estimators': 200}",0.8471597107485974,0.8239427648112628,0.8171655451528024,0.8332163551115923,0.8199655977555247,0.8282899947159559,0.010883773064360207,29
13.385989904403687,0.04712658429164217,0.3639693260192871,0.001877198471667119,8,6,300,"{'max_depth': 8, 'max_features': 6, 'n_estimators': 300}",0.8472019125873314,0.8237181719007498,0.8173814339340766,0.8346910456138573,0.8206270675061413,0.8287239263084313,0.010920726373689111,24
22.303981971740722,0.12622074807944628,0.6002104759216309,0.0022553440985041678,8,6,500,"{'max_depth': 8, 'max_features': 6, 'n_estimators': 500}",0.847388787604476,0.8240098921109992,0.8170138822948516,0.8337367565354822,0.8199000193033348,0.8284098675698287,0.011047361075645927,27
24.399024486541748,0.05952277919542355,0.6572659969329834,0.001572378989306083,8,6,550,"{'max_depth': 8, 'max_features': 6, 'n_estimators': 550}",0.8470054102757257,0.8237176443777656,0.8179266289382229,0.8343376052144592,0.8202868792854064,0.8286548336183159,0.01075667634212391,25
5.736355113983154,0.01967671529452614,0.12785601615905762,0.0007455368868463037,8,8,100,"{'max_depth': 8, 'max_features': 8, 'n_estimators': 100}",0.8459726521534543,0.8223769447134812,0.8183171278272594,0.8349529607755011,0.8212665896296139,0.828577255019862,0.010396243087479702,26
8.655544519424438,0.18227424703460593,0.18769097328186035,0.0006934255570016355,8,8,150,"{'max_depth': 8, 'max_features': 8, 'n_estimators': 150}",0.8487644356664619,0.8191165889097787,0.8215360730767038,0.8357749734655939,0.8206130527562782,0.8291610247749632,0.011490312804671946,21
11.428453207015991,0.02813293861249586,0.24702954292297363,0.0016391529948281702,8,8,200,"{'max_depth': 8, 'max_features': 8, 'n_estimators': 200}",0.8500378761502638,0.8222041809361633,0.819684994925229,0.8353574390236183,0.819538412313941,0.8293645806698431,0.011872815894817437,18
17.103860759735106,0.04123918055035524,0.3674338340759277,0.0013832887949759396,8,8,300,"{'max_depth': 8, 'max_features': 8, 'n_estimators': 300}",0.8490794987687613,0.8223702187954329,0.8206744961627978,0.8355493255091124,0.8190201309982468,0.8293387340468703,0.011474946883644454,19
28.536660861968993,0.10233838904597133,0.6038034439086915,0.004050073265356497,8,8,500,"{'max_depth': 8, 'max_features': 8, 'n_estimators': 500}",0.8481095158816069,0.8224952417426827,0.8211668069877804,0.8363742395756183,0.8210325697498235,0.8298356747875022,0.010800110947021928,13
31.347370433807374,0.46415598549718906,0.6642917633056641,0.009383924082829318,8,8,550,"{'max_depth': 8, 'max_features': 8, 'n_estimators': 550}",0.8488977671007125,0.8223900009073395,0.8206225351488564,0.8355654149601299,0.8200592057074407,0.8295069847648959,0.011238793968684473,15
7.002397251129151,0.042097119173625824,0.12795705795288087,0.0006793216087746703,8,10,100,"{'max_depth': 8, 'max_features': 10, 'n_estimators': 100}",0.8485983978071925,0.8210756773922638,0.8199145993040917,0.8353640330609206,0.8207160479463103,0.8291337511021558,0.01130019400583315,22
10.490742301940918,0.023868955193225266,0.1883634090423584,0.0016822795721938384,8,10,150,"{'max_depth': 8, 'max_features': 10, 'n_estimators': 150}",0.8492642636939691,0.8210380913796413,0.821213097129642,0.8358824562736199,0.8190861060943008,0.8292968029142346,0.011660885602151377,20
14.03012719154358,0.09896518675748751,0.24894542694091798,0.001470946902370507,8,10,200,"{'max_depth': 8, 'max_features': 10, 'n_estimators': 200}",0.8490412533524085,0.8201842954297519,0.8206826727690526,0.8351395720311534,0.8205302864033128,0.8291156159971358,0.011470919519494843,23
20.980079698562623,0.08943313518093234,0.3685236930847168,0.0013263120475968575,8,10,300,"{'max_depth': 8, 'max_features': 10, 'n_estimators': 300}",0.8487925262653694,0.8213983895778338,0.8219354079757255,0.8357016477707934,0.8195496505567558,0.8294755244292956,0.011247467336908222,17
34.898559141159055,0.1865382303697232,0.608640480041504,0.0028293652725392615,8,10,500,"{'max_depth': 8, 'max_features': 10, 'n_estimators': 500}",0.8492289196540294,0.8213563196198458,0.8222201385064347,0.8360850250995435,0.8208149444830806,0.8299410694725868,0.011192553039499968,12
37.365387725830075,0.2149638992689879,0.6577537536621094,0.003333374334806108,8,10,550,"{'max_depth': 8, 'max_features': 10, 'n_estimators': 550}",0.8487217063047436,0.8212873459896647,0.8220886534026288,0.8354868140354875,0.8199384937581478,0.8295046026981344,0.011127569146314058,16
3.676939105987549,0.02337066709968417,0.1408454418182373,0.0010584085194848389,10,4,100,"{'max_depth': 10, 'max_features': 4, 'n_estimators': 100}",0.8337019400185267,0.818136319324433,0.8075164903684854,0.8193839111820103,0.8119885607909607,0.8181454443368832,0.008881670099093922,88
5.488371467590332,0.024891432055172743,0.20659937858581542,0.001125949419497716,10,4,150,"{'max_depth': 10, 'max_features': 4, 'n_estimators': 150}",0.8342793139247078,0.8192148400655817,0.8066007104679551,0.8196300006541284,0.8113778614549426,0.818220545313463,0.009409592126606296,87
7.288762474060059,0.023805324901390243,0.27280483245849607,0.0013396127677988265,10,4,200,"{'max_depth': 10, 'max_features': 4, 'n_estimators': 200}",0.834611917166231,0.8188447826921819,0.8063030556241335,0.8201173000107614,0.8099508690467061,0.8179655849080028,0.009826021615210317,91
11.049207162857055,0.09340181036906776,0.4134037494659424,0.016313761039304465,10,4,300,"{'max_depth': 10, 'max_features': 4, 'n_estimators': 300}",0.8345499332155901,0.8172164511207753,0.8053289844338517,0.8200414685817861,0.8131980601470755,0.8180669794998158,0.009615328000840594,89
18.651040458679198,0.08509120614912638,0.6908139228820801,0.004767721142752479,10,4,500,"{'max_depth': 10, 'max_features': 4, 'n_estimators': 500}",0.8351531557479959,0.8177526782341907,0.8049620921983571,0.8203809296221036,0.8109482961501746,0.8178394303905643,0.010193580333412475,92
20.5568932056427,0.047640387406065146,0.7560290336608887,0.003491797273053726,10,4,550,"{'max_depth': 10, 'max_features': 4, 'n_estimators': 550}",0.8372087809365854,0.8181827413470405,0.8063510602156936,0.8207772312639663,0.8099434650279105,0.8184926557582394,0.010734204007167571,86
4.490570116043091,0.020996456359154227,0.1442854404449463,0.0004194287670383602,10,auto,100,"{'max_depth': 10, 'max_features': 'auto', 'n_estimators': 100}",0.8392204898367422,0.8144370643978959,0.8060022356424069,0.8229838599067761,0.8138433997138874,0.8192974098995418,0.011319451151607048,81
6.749618148803711,0.02219483647424688,0.21269760131835938,0.0011624282178315695,10,auto,150,"{'max_depth': 10, 'max_features': 'auto', 'n_estimators': 150}",0.8400754727133461,0.8172649832353196,0.8076401945082747,0.8242429253892593,0.8124031858435161,0.8203253523379432,0.011300039324078656,75
8.977321815490722,0.05061082036551486,0.2817352771759033,0.0008301615590920054,10,auto,200,"{'max_depth': 10, 'max_features': 'auto', 'n_estimators': 200}",0.8395926573020787,0.8182514512157295,0.8081119319368745,0.8221046109729002,0.8121066284478269,0.8200334559750819,0.010908573789251641,77
